budget,revenue,runtime,has_budget,director_missing,release_year,is_weekend,month_sin,month_cos,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_news,genre_romance,genre_science_fiction,genre_sport,genre_tv_movie,genre_thriller,genre_war,genre_western,director_encoded
916022.0,1495796.0,93.0,0,0,2025,1,1.0,6.123233995736766e-17,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.347799445275943
20000000.0,10664328.0,112.0,0,0,2023,1,0.49999999999999994,-0.8660254037844387,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.526367196067369
906448.0,906448.0,116.0,0,0,2025,1,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11.302264928378708
45351644.00007378,25336.0,93.0,1,0,2022,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10.977058656534773
633965.0,688146.0,100.0,0,0,2025,1,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.277216538345176
6321743.0,6321743.0,115.0,0,0,2025,1,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.73450383097409
38190.0,38190.0,159.0,0,0,2022,0,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.01436175724139
5631642.0,5631642.0,99.0,0,0,2023,1,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.468321450176385
2.0,30.0,15.5,0,0,2023,0,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.395131889748999
907236.0,907236.0,96.0,0,0,2020,1,-2.4492935982947064e-16,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.302343923715437
50000000.0,111080122.0,106.0,0,0,2022,1,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.739398772056882
100.0,15.0,15.5,0,0,2022,1,-0.8660254037844384,-0.5000000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.307292080650289
675257.0,686026.0,92.0,0,0,2023,1,-0.8660254037844384,-0.5000000000000004,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.27693603904068
40.0,2.0,15.5,0,0,2023,0,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.155112404871046
56001.0,56001.0,163.0,0,0,2024,1,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.049160622570788
122432.0,122432.0,133.0,0,0,2025,0,0.8660254037844387,-0.49999999999999983,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.120267580498112
35000000.0,52030842.0,105.0,0,0,2025,0,-0.8660254037844384,-0.5000000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.670451945476334
270.0,10.0,16.0,0,0,2023,0,-2.4492935982947064e-16,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.273229039791978
